College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
CLG2735,129,9.22,8.78,8,'No',8,6,2,'Yes'
CLG2736,92,5.98,6.18,1,'Yes',6,7,4,'No'
CLG2737,94,9.66,9.87,2,'Yes',0,1,1,'No'
CLG2738,105,6.25,6.11,7,'Yes',0,4,3,'No'
CLG2739,123,8.67,8.39,9,'Yes',0,2,2,'Yes'
CLG2740,112,6.42,6.84,3,'Yes',2,1,4,'No'
CLG2741,106,6.59,6.52,8,'Yes',8,7,1,'No'
CLG2742,106,6.55,6.7,10,'No',7,10,0,'No'
CLG2743,100,8.74,8.27,3,'No',8,4,0,'No'
CLG2744,108,7.78,7.69,4,'Yes',4,2,1,'No'
CLG2745,62,9.41,9.73,2,'No',6,5,5,'No'
CLG2746,95,6.54,6.43,9,'Yes',9,7,3,'No'
CLG2747,103,8.46,8.56,5,'No',8,2,4,'No'
CLG2748,82,8.76,8.47,5,'Yes',4,7,4,'No'
CLG2749,105,5.76,5.68,4,'No',7,3,1,'No'
CLG2750,96,7,7.43,5,'Yes',7,8,4,'No'
CLG2751,126,7.41,7.48,1,'No',2,7,3,'No'
CLG2752,123,6.78,7.18,10,'Yes',4,1,1,'No'
CLG2753,93,6.61,7.01,10,'Yes',7,9,5,'No'
CLG2754,97,8.43,8.87,6,'No',9,6,0,'No'
CLG2755,98,6.08,6.48,4,'No',2,4,0,'No'
CLG2756,93,8.55,8.05,4,'No',2,6,2,'No'
CLG2757,102,9.68,10.11,5,'No',5,2,5,'No'
CLG2758,88,7.83,7.47,1,'Yes',6,2,5,'No'
CLG2759,83,8.06,7.6,4,'No',6,8,0,'No'
CLG2760,109,5.34,4.9,10,'No',5,10,4,'No'
CLG2761,109,9.32,9.17,3,'Yes',6,5,3,'No'
CLG2762,87,6.43,6.55,5,'No',6,7,3,'No'
CLG2763,113,8.08,7.98,10,'No',3,1,2,'No'
CLG2764,90,9.9,9.43,5,'Yes',7,6,5,'No'
CLG2765,103,7.98,7.96,8,'Yes',7,10,4,'No'
CLG2766,112,8.62,8.56,1,'Yes',1,7,5,'Yes'
CLG2767,99,7.23,7.49,3,'No',9,10,1,'No'
CLG2768,106,5.3,5.08,5,'No',4,7,2,'No'
CLG2769,92,8.99,8.71,3,'No',1,10,4,'Yes'
CLG2770,97,5.17,4.93,6,'No',2,3,1,'No'
CLG2771,96,8.5,8.3,10,'Yes',2,9,0,'No'
CLG2772,88,5.11,5.21,3,'Yes',4,9,0,'No'
CLG2773,97,9.31,9.28,6,'No',7,5,1,'No'
CLG2774,76,5.79,5.63,8,'No',2,9,2,'No'
CLG2775,92,7.57,7.44,4,'Yes',6,7,1,'No'
CLG2776,95,7.99,7.86,8,'Yes',4,7,5,'No'
CLG2777,96,7.29,7.76,7,'Yes',9,9,4,'No'
CLG2778,96,6.7,6.43,4,'Yes',9,2,5,'No'
CLG2779,99,7.34,7.66,3,'Yes',9,10,5,'No'
CLG2780,107,6.56,6.77,5,'Yes',3,5,1,'No'
CLG2781,113,7.19,6.7,5,'Yes',1,8,4,'Yes'
CLG2782,90,6.79,7.28,7,'No',5,8,4,'No'
CLG2783,81,7.83,8.09,1,'No',3,3,0,'No'
CLG2784,84,6.19,6.37,9,'No',3,5,4,'No'
CLG2785,92,9.94,9.85,2,'No',4,4,3,'No'
CLG2786,94,7.5,7.56,9,'No',8,4,5,'No'
CLG2787,88,5.97,5.72,9,'No',0,2,0,'No'
CLG2788,80,7.39,6.93,3,'Yes',4,6,5,'No'
CLG2789,93,9.33,9.67,7,'No',4,1,0,'No'
CLG2790,102,5.11,5.51,3,'Yes',1,8,1,'No'
CLG2791,108,8.4,8.06,8,'Yes',2,10,4,'Yes'
CLG2792,91,7.74,8.03,8,'No',3,9,5,'Yes'
CLG2793,93,5.85,6.09,3,'Yes',0,5,1,'No'
CLG2794,86,9.09,8.77,5,'No',9,6,4,'No'
CLG2795,99,6.84,6.76,7,'No',2,1,0,'No'
CLG2796,87,6.47,6.39,1,'Yes',0,6,3,'No'
CLG2797,108,9.14,9.4,3,'Yes',0,1,5,'No'
CLG2798,73,8.19,8.53,1,'Yes',8,5,0,'No'
CLG2799,94,9.49,9.08,2,'No',3,9,2,'Yes'
CLG2800,104,8.15,8.21,7,'Yes',3,5,1,'No'
CLG2801,102,8.7,8.96,7,'No',3,3,3,'No'
CLG2802,140,9.18,9.47,3,'Yes',10,4,1,'No'
CLG2803,105,5.27,4.92,6,'Yes',8,3,4,'No'
CLG2804,84,8.88,8.91,6,'No',10,4,1,'No'
CLG2805,98,8.07,8.43,2,'No',7,10,0,'No'
CLG2806,73,5.35,5.17,9,'No',3,6,0,'No'
CLG2807,98,7.54,7.47,8,'No',5,3,1,'No'
CLG2808,87,5.41,5.71,2,'No',1,5,4,'No'
CLG2809,113,8.68,8.27,4,'No',5,7,4,'Yes'
CLG2810,91,7.73,8.09,9,'No',0,1,3,'No'
CLG2811,98,9.77,9.58,4,'No',4,3,0,'No'
CLG2812,90,5.92,5.42,7,'No',7,6,1,'No'
CLG2813,126,8.03,7.76,5,'No',0,10,3,'Yes'
CLG2814,95,6.06,5.65,10,'Yes',10,2,2,'No'
CLG2815,127,8.07,7.66,6,'No',1,8,3,'Yes'
CLG2816,112,8.61,8.8,1,'Yes',2,7,5,'Yes'
CLG2817,107,8.61,8.32,4,'Yes',6,2,2,'No'
CLG2818,105,9.08,9.51,5,'No',7,5,2,'No'
CLG2819,105,9.27,9.29,6,'Yes',3,4,3,'No'
CLG2820,71,5.39,5.35,6,'No',7,2,0,'No'
CLG2821,95,6.72,6.65,5,'Yes',0,4,3,'No'
CLG2822,112,8.44,8.63,3,'No',2,9,3,'Yes'
CLG2823,99,7.49,7.44,2,'No',3,10,5,'No'
CLG2824,78,5.95,5.58,7,'No',4,2,0,'No'
CLG2825,99,7.76,8.14,1,'No',10,10,0,'No'
CLG2826,125,7.04,6.97,5,'Yes',8,10,5,'Yes'
CLG2827,118,6.95,6.52,4,'No',1,6,0,'No'
CLG2828,99,9.05,9.08,7,'Yes',6,4,0,'No'
CLG2829,114,7.04,7.19,2,'Yes',2,8,5,'Yes'
CLG2830,94,5.13,4.91,8,'No',9,4,0,'No'
CLG2831,74,5.29,5.59,9,'No',1,9,5,'No'
CLG2832,86,9.28,9.45,10,'Yes',8,10,0,'No'
CLG2833,123,9.8,9.95,1,'No',2,3,3,'Yes'
CLG2834,95,8.44,8.36,5,'No',7,7,5,'No'
CLG2835,96,6.82,7.28,4,'No',0,5,1,'No'
CLG2836,95,9.69,9.46,5,'Yes',4,1,1,'No'
CLG2837,128,8.31,8.39,9,'No',4,3,1,'No'
CLG2838,124,9.22,9.03,3,'No',5,9,3,'Yes'
CLG2839,133,8.83,9.07,1,'Yes',6,9,0,'Yes'
CLG2840,97,6.9,6.45,3,'Yes',2,5,2,'No'
CLG2841,104,7.39,6.94,4,'No',4,5,0,'No'
CLG2842,77,5.93,6.24,2,'No',7,4,4,'No'
CLG2843,122,6.46,6.39,1,'No',5,4,0,'No'
CLG2844,82,8.89,8.73,1,'No',1,4,5,'No'
CLG2845,103,9.47,9.58,8,'No',6,2,5,'No'
CLG2846,83,8.62,8.82,4,'No',2,7,1,'No'
CLG2847,91,7.33,7.03,2,'No',9,3,0,'No'
CLG2848,87,5.43,5.12,10,'Yes',8,1,0,'No'
CLG2849,90,5.28,5.74,3,'Yes',3,10,5,'No'
CLG2850,91,6.87,6.96,8,'No',10,3,4,'No'
CLG2851,91,7.32,7.21,6,'No',3,9,2,'No'
CLG2852,112,8.05,8.35,8,'No',3,9,2,'Yes'
CLG2853,83,5.03,5.06,10,'No',9,10,1,'No'
CLG2854,103,9.95,9.69,5,'Yes',9,7,5,'No'
CLG2855,118,6.82,6.53,3,'Yes',7,1,2,'No'
CLG2856,92,9.24,9.14,6,'No',0,6,1,'No'
CLG2857,89,7.67,8.03,10,'Yes',2,10,3,'Yes'
CLG2858,96,5.65,5.21,8,'No',7,1,4,'No'
CLG2859,117,8.99,8.71,5,'No',6,2,0,'No'
CLG2860,102,8.55,8.94,5,'Yes',5,3,4,'No'
CLG2861,92,7.64,7.26,3,'Yes',6,6,2,'No'
CLG2862,107,7.57,7.7,3,'No',0,7,5,'No'
CLG2863,83,5.44,5.15,8,'Yes',7,8,0,'No'
CLG2864,110,8.28,8.39,1,'No',3,9,4,'Yes'
CLG2865,106,9.56,9.44,4,'No',0,7,4,'No'
CLG2866,95,5.47,5.07,9,'Yes',3,6,5,'No'
CLG2867,87,6.32,6.4,6,'No',1,5,5,'No'
CLG2868,86,9.51,9.69,6,'No',4,10,1,'No'
CLG2869,108,6.42,6.6,10,'No',0,2,5,'No'
CLG2870,118,8.27,8.41,7,'No',0,8,5,'Yes'
CLG2871,90,7.67,7.67,7,'Yes',4,5,5,'No'
CLG2872,106,7.98,8,6,'No',1,10,3,'No'
CLG2873,68,7.08,7.22,9,'Yes',8,2,4,'No'
CLG2874,91,6.5,6.69,8,'No',9,3,5,'No'
CLG2875,99,5.24,5.39,8,'Yes',6,10,0,'No'
CLG2876,86,8.72,8.81,2,'Yes',3,10,3,'Yes'
CLG2877,85,8.73,8.39,7,'No',6,7,3,'No'
CLG2878,89,8.35,8.06,1,'Yes',7,10,5,'Yes'
CLG2879,104,8.22,7.98,10,'No',7,8,0,'No'
CLG2880,97,6.22,6.64,8,'No',7,5,3,'No'
CLG2881,66,5.11,5.37,3,'No',4,10,2,'No'
CLG2882,68,9.04,9.09,9,'No',6,8,3,'Yes'
CLG2883,90,7.46,7.21,5,'Yes',10,10,1,'No'
CLG2884,106,6.53,6.14,7,'No',6,10,3,'No'
CLG2885,58,5.51,5.91,7,'No',1,6,4,'No'
CLG2886,92,5.31,5.7,9,'Yes',2,2,5,'No'
CLG2887,92,6.74,6.35,2,'Yes',10,2,3,'No'
CLG2888,120,9.02,9.32,4,'No',1,8,1,'Yes'
CLG2889,94,9.59,9.54,8,'Yes',2,4,1,'No'
CLG2890,105,9.48,9.3,5,'No',8,8,5,'Yes'
CLG2891,102,9.6,9.84,5,'Yes',6,9,3,'Yes'
CLG2892,68,9.54,9.65,3,'No',3,6,2,'No'
CLG2893,111,7.64,7.92,5,'Yes',7,9,3,'Yes'
CLG2894,103,6.1,5.67,7,'No',6,6,0,'No'
CLG2895,107,8.99,8.81,4,'Yes',9,3,1,'No'
CLG2896,158,6.07,5.89,8,'No',5,8,3,'Yes'
CLG2897,68,6.34,6.17,6,'Yes',3,1,2,'No'
CLG2898,125,6.17,6.17,6,'No',4,6,2,'No'
CLG2899,95,7.57,7.35,6,'Yes',9,3,2,'No'
CLG2900,104,6.61,6.55,4,'No',7,10,4,'No'
CLG2901,99,5.77,5.64,3,'No',2,10,4,'No'
CLG2902,93,7.27,7.51,10,'Yes',10,3,4,'No'
CLG2903,91,9.37,9.47,6,'Yes',2,9,5,'Yes'
CLG2904,104,7.85,8,6,'No',4,7,0,'No'
CLG2905,77,9.39,9.1,2,'Yes',8,2,0,'No'
CLG2906,111,5.98,5.81,10,'No',4,6,5,'No'
CLG2907,93,5.83,5.35,9,'No',0,4,3,'No'
CLG2908,83,7.88,7.49,4,'Yes',4,10,4,'No'
CLG2909,93,7.32,7.09,4,'No',8,7,4,'No'
CLG2910,118,8.3,7.87,10,'Yes',6,4,0,'No'
CLG2911,91,8.97,9.07,8,'No',8,7,2,'No'
CLG2912,105,8.76,9.26,3,'No',9,6,2,'No'
CLG2913,89,9.71,9.31,10,'Yes',9,8,5,'Yes'
CLG2914,111,6.99,7.31,7,'Yes',4,7,5,'No'
CLG2915,110,6.03,5.65,7,'No',2,9,5,'No'
CLG2916,127,7.75,7.92,2,'No',1,4,1,'No'
CLG2917,97,5.55,5.69,3,'Yes',8,9,5,'No'
CLG2918,110,6.44,6.84,4,'Yes',4,5,3,'No'
CLG2919,101,6.04,5.65,2,'Yes',10,9,3,'No'
CLG2920,119,6.98,6.8,9,'No',0,4,4,'No'
CLG2921,89,5.56,5.15,10,'Yes',1,3,0,'No'
CLG2922,111,5.16,5.07,6,'No',1,7,3,'No'
CLG2923,97,8.28,8.69,1,'Yes',3,4,2,'No'
CLG2924,99,8.05,8.33,1,'No',5,5,0,'No'
CLG2925,101,8.54,8.76,8,'Yes',7,3,4,'No'
CLG2926,103,8.3,8.33,6,'Yes',2,6,5,'No'
CLG2927,98,5.57,5.95,10,'No',9,4,4,'No'
CLG2928,103,6.46,6.41,7,'Yes',9,1,3,'No'
CLG2929,123,5.65,5.3,6,'Yes',5,2,3,'No'
CLG2930,114,9.21,9.55,2,'No',3,8,5,'Yes'
CLG2931,113,8.73,8.51,3,'Yes',7,4,1,'No'
CLG2932,93,6.01,5.56,8,'Yes',8,10,5,'No'
CLG2933,86,6.71,6.34,4,'Yes',8,2,5,'No'
CLG2934,114,9.83,9.94,8,'No',5,4,3,'Yes'
CLG2935,113,7.97,8.08,3,'Yes',1,7,3,'Yes'
CLG2936,122,9.01,8.77,2,'Yes',1,2,2,'Yes'
CLG2937,90,6.32,6.55,7,'Yes',9,6,2,'No'
CLG2938,96,6.05,6.32,1,'No',8,1,0,'No'
CLG2939,75,8.92,9.34,3,'No',4,3,3,'No'
CLG2940,94,8.43,8.51,2,'No',6,9,3,'Yes'
CLG2941,114,8.4,8.68,5,'No',5,5,4,'Yes'
CLG2942,93,7.76,8.01,2,'No',8,8,2,'Yes'
CLG2943,109,7.82,7.58,10,'No',4,1,4,'No'
CLG2944,97,8.68,8.49,5,'No',7,4,3,'No'
CLG2945,104,6.35,6.33,3,'Yes',3,3,2,'No'
CLG2946,82,6.76,6.28,9,'Yes',6,10,3,'No'
CLG2947,101,9.36,9.16,10,'No',8,9,1,'No'
CLG2948,55,6.54,6.51,9,'Yes',1,7,5,'No'
CLG2949,97,7.73,7.34,8,'No',8,3,4,'No'
CLG2950,75,8.51,8.14,5,'No',7,1,2,'No'
CLG2951,118,10,9.96,10,'Yes',9,5,2,'Yes'
CLG2952,111,7.18,7.41,7,'No',0,10,3,'Yes'
CLG2953,107,7.14,7.47,2,'No',9,3,3,'No'
CLG2954,122,9.21,9.26,3,'Yes',6,2,0,'No'
CLG2955,85,9.03,9,2,'No',4,3,0,'No'
CLG2956,126,8.66,8.54,10,'No',4,5,4,'Yes'
CLG2957,113,7.32,7.01,1,'No',6,5,2,'No'
CLG2958,96,6.62,6.27,3,'No',10,10,3,'No'
CLG2959,117,8.04,8.33,4,'No',9,8,4,'Yes'
CLG2960,83,9.38,9.35,9,'No',3,4,2,'No'
CLG2961,87,9.42,9.71,2,'No',0,2,3,'No'
CLG2962,90,5.54,5.74,9,'Yes',5,8,0,'No'
CLG2963,92,7.14,6.83,1,'Yes',0,8,2,'No'
CLG2964,84,7.32,7.33,9,'No',10,10,3,'No'
CLG2965,118,9.89,9.83,6,'No',0,8,4,'Yes'
CLG2966,96,8.39,8.31,8,'No',7,1,4,'No'
CLG2967,105,7.04,7.08,3,'No',3,9,1,'No'
CLG2968,91,5.13,5.61,8,'No',4,4,2,'No'
CLG2969,72,7.83,8.14,9,'Yes',9,4,4,'No'
CLG2970,104,5.48,5.88,7,'No',9,8,2,'No'
CLG2971,71,9.17,8.7,4,'No',0,8,4,'Yes'
CLG2972,98,8.76,8.4,6,'Yes',9,6,2,'No'
CLG2973,79,7.3,6.88,6,'Yes',6,4,2,'No'
CLG2974,129,7.15,6.91,2,'No',10,3,2,'No'
CLG2975,113,9.49,9.43,2,'Yes',1,5,1,'No'
CLG2976,101,6.44,6.58,5,'No',5,8,0,'No'
CLG2977,118,6.25,6.25,1,'No',8,7,5,'No'
CLG2978,87,9.7,10.1,5,'Yes',1,8,2,'Yes'
CLG2979,108,9.05,9.49,10,'Yes',5,1,0,'No'
CLG2980,102,9.1,8.76,3,'No',4,4,5,'No'
CLG2981,103,5.98,6.33,3,'Yes',1,9,0,'No'
CLG2982,119,5.72,5.7,8,'Yes',8,6,0,'No'
CLG2983,110,5.13,5.08,3,'Yes',1,10,4,'No'
CLG2984,104,6.19,6.47,3,'Yes',0,8,3,'No'
CLG2985,75,8.87,8.46,1,'No',8,8,5,'Yes'
CLG2986,85,6.2,6.58,8,'No',8,5,0,'No'
CLG2987,98,8.65,8.82,10,'Yes',8,8,2,'Yes'
CLG2988,101,6.26,6.64,10,'No',7,4,3,'No'
CLG2989,83,6.98,7.47,6,'Yes',3,6,4,'No'
CLG2990,136,9.92,9.94,8,'No',8,7,1,'No'
CLG2991,122,6.22,5.81,3,'No',1,6,0,'No'
CLG2992,109,6.88,6.55,6,'Yes',0,6,0,'No'
CLG2993,101,6.51,6.33,2,'Yes',9,8,4,'No'
CLG2994,96,5.55,5.15,3,'No',6,5,2,'No'
CLG2995,85,7.45,7.77,4,'No',5,8,5,'No'
CLG2996,101,6.89,6.69,9,'No',2,9,5,'No'
CLG2997,103,8.47,8.95,4,'No',1,4,5,'No'
CLG2998,81,9.09,9.29,7,'No',7,3,2,'No'
CLG2999,105,7.72,7.39,8,'Yes',3,5,3,'No'
CLG3000,97,5.16,5.14,5,'No',5,10,3,'No'
CLG3001,71,8.09,8.06,2,'No',3,10,2,'Yes'
CLG3002,87,5.28,5.27,8,'No',10,5,1,'No'
CLG3003,93,8.08,8.12,5,'Yes',8,7,2,'No'
CLG3004,128,8.43,7.96,5,'No',4,3,1,'No'
CLG3005,108,5.99,6.18,7,'No',5,10,4,'No'
CLG3006,79,9.1,9.09,6,'No',8,9,5,'Yes'
CLG3007,107,9.56,9.85,3,'No',5,6,1,'No'
CLG3008,76,9.07,9.39,7,'No',1,10,5,'Yes'
CLG3009,116,6.53,6.26,1,'No',10,9,4,'Yes'
CLG3010,92,7.93,7.48,4,'Yes',0,1,5,'No'
CLG3011,98,9.57,9.77,4,'No',8,2,5,'No'
CLG3012,119,6.6,7.08,6,'No',1,10,0,'No'
CLG3013,80,9.1,9.05,6,'No',1,2,2,'No'
CLG3014,79,5.05,4.81,10,'Yes',3,8,3,'No'
CLG3015,91,5.02,4.68,8,'Yes',9,4,0,'No'
CLG3016,115,8.8,8.59,1,'No',9,7,3,'Yes'
CLG3017,77,8.81,8.64,7,'No',2,4,1,'No'
CLG3018,57,8.94,8.86,4,'No',6,4,2,'No'
CLG3019,93,9.65,9.81,6,'No',6,8,2,'Yes'
CLG3020,108,5.59,5.36,10,'Yes',2,10,2,'No'
CLG3021,118,6.16,5.71,9,'No',2,4,0,'No'
CLG3022,93,9.52,9.39,3,'No',8,3,4,'No'
CLG3023,93,5.89,6.25,8,'No',6,10,1,'No'
CLG3024,117,8.41,8.41,3,'Yes',2,9,0,'Yes'
CLG3025,71,7.65,8.11,6,'No',2,3,0,'No'
CLG3026,94,5.42,5.42,2,'Yes',2,5,4,'No'
CLG3027,102,6.43,6.21,9,'Yes',8,1,3,'No'
CLG3028,106,7.6,7.29,2,'No',7,9,3,'No'
CLG3029,92,9.26,9.45,5,'No',6,6,2,'No'
CLG3030,100,8.54,8.58,6,'No',7,5,0,'No'
CLG3031,62,8.11,8.21,4,'No',0,4,4,'No'
CLG3032,90,7.48,7.74,7,'No',8,8,4,'No'
CLG3033,106,6.49,6.72,7,'Yes',4,2,3,'No'
CLG3034,85,5.6,5.14,7,'No',4,10,4,'No'
CLG3035,100,7.05,7.35,7,'Yes',4,5,3,'No'
CLG3036,106,5.14,5.17,10,'Yes',8,8,3,'No'
CLG3037,94,6.06,5.95,10,'Yes',4,1,5,'No'
CLG3038,102,7.16,7.2,9,'No',1,3,0,'No'
CLG3039,85,7.09,7.2,2,'Yes',5,7,5,'No'
CLG3040,96,5.22,4.87,5,'Yes',6,10,1,'No'
CLG3041,109,7.95,7.87,10,'No',10,5,5,'No'
CLG3042,102,7.75,7.59,9,'Yes',6,10,2,'No'
CLG3043,91,5.39,5.24,2,'Yes',6,9,1,'No'
CLG3044,103,9.72,9.31,3,'Yes',10,1,4,'No'
CLG3045,110,5.5,5.16,7,'No',1,7,5,'No'
CLG3046,69,9.27,8.93,9,'No',5,10,1,'No'
CLG3047,117,5,4.87,3,'Yes',8,6,1,'No'
CLG3048,94,9.41,9.8,10,'No',0,10,3,'Yes'
CLG3049,106,5.1,4.81,8,'No',2,4,0,'No'
CLG3050,117,8.79,8.71,8,'Yes',5,10,4,'Yes'
CLG3051,79,6.81,6.62,4,'No',6,10,2,'No'
CLG3052,89,8.69,8.98,6,'No',1,6,3,'No'
CLG3053,95,7.01,6.56,8,'Yes',9,10,2,'No'
CLG3054,88,5.35,5.05,9,'Yes',7,9,0,'No'
CLG3055,126,8.84,8.55,2,'No',10,9,1,'Yes'
CLG3056,87,5.36,5.85,1,'Yes',5,2,5,'No'
CLG3057,91,9.61,9.68,5,'Yes',8,9,1,'No'
CLG3058,103,5.25,4.89,10,'No',8,2,0,'No'
CLG3059,81,7.4,7.17,3,'Yes',8,6,4,'No'
CLG3060,94,8.62,8.29,6,'No',8,7,3,'No'
CLG3061,104,6.97,6.59,1,'Yes',1,9,1,'No'
CLG3062,95,6.09,6.39,4,'Yes',9,6,5,'No'
CLG3063,98,8.8,8.8,6,'No',9,8,0,'No'
CLG3064,92,8.92,9.05,2,'No',6,10,3,'Yes'
CLG3065,77,9.61,9.44,8,'No',4,3,3,'No'
CLG3066,104,6.88,6.93,4,'No',8,10,0,'No'
CLG3067,126,7.53,7.29,2,'No',0,6,1,'No'
CLG3068,100,6.82,6.63,1,'No',9,2,4,'No'
CLG3069,103,6.29,6.44,8,'No',6,1,1,'No'
CLG3070,110,8.76,8.41,10,'Yes',9,6,1,'No'
CLG3071,80,6.7,6.82,1,'No',4,3,1,'No'
CLG3072,125,7.14,7.49,7,'No',10,5,5,'No'
CLG3073,103,7.02,6.64,7,'Yes',8,6,1,'No'
CLG3074,124,8.56,8.96,6,'Yes',6,10,5,'Yes'
CLG3075,89,9.59,9.17,8,'No',3,6,5,'No'
CLG3076,127,8.33,8.18,10,'No',10,10,2,'Yes'
CLG3077,111,7.36,7.47,1,'Yes',7,7,0,'No'
CLG3078,108,8.9,8.96,1,'No',8,7,4,'No'
CLG3079,103,8.2,7.8,1,'No',8,6,5,'No'
CLG3080,96,5.3,5.6,6,'Yes',9,1,4,'No'
CLG3081,118,5.48,5.95,7,'Yes',3,8,2,'Yes'
CLG3082,102,5.19,4.87,10,'No',5,10,4,'No'
CLG3083,70,7.28,7.68,9,'Yes',3,4,2,'No'
CLG3084,83,9.13,9.19,10,'Yes',0,1,2,'No'
CLG3085,97,6.57,7.01,5,'Yes',5,10,5,'No'
CLG3086,104,6.92,6.6,1,'No',7,2,4,'No'
CLG3087,99,9.55,9.84,9,'Yes',5,3,4,'No'
CLG3088,118,9.18,8.74,5,'Yes',2,6,1,'No'
CLG3089,70,8.33,8.71,6,'Yes',7,2,5,'No'
CLG3090,102,6.33,6.5,9,'Yes',9,2,2,'No'
CLG3091,72,5.59,5.46,2,'Yes',8,6,3,'No'
CLG3092,111,5.08,4.77,3,'Yes',0,4,0,'No'
CLG3093,98,5.54,5.86,7,'Yes',10,5,1,'No'
CLG3094,106,6.46,6.56,3,'Yes',10,8,5,'No'
CLG3095,87,7.76,7.62,2,'Yes',5,3,2,'No'
CLG3096,119,5.32,5.26,7,'No',9,5,5,'No'
CLG3097,115,5.68,6.01,8,'No',7,1,1,'No'
CLG3098,108,5.91,5.75,9,'No',1,10,1,'No'
CLG3099,98,8.16,7.75,2,'No',3,4,5,'No'
CLG3100,108,8.08,8.49,2,'No',0,5,5,'No'
CLG3101,89,7.75,7.64,7,'Yes',3,4,0,'No'
CLG3102,112,6.25,6.1,4,'No',1,9,4,'Yes'
CLG3103,124,6.86,6.56,5,'No',2,8,4,'Yes'
CLG3104,116,5.48,5.88,1,'Yes',3,2,5,'No'
CLG3105,89,6.13,5.85,6,'No',2,9,0,'No'
CLG3106,105,9.49,9.63,10,'No',5,2,5,'No'
CLG3107,80,9.9,10.28,8,'No',6,6,1,'No'
CLG3108,108,8.24,7.77,1,'No',10,2,2,'No'
CLG3109,106,9.58,9.91,2,'Yes',6,6,4,'No'
CLG3110,71,8.21,8.12,7,'Yes',0,6,3,'No'
CLG3111,82,5.17,5.33,2,'Yes',4,7,5,'No'
CLG3112,95,9.98,9.85,9,'Yes',2,10,5,'Yes'
CLG3113,95,5.49,5.69,6,'No',0,5,2,'No'
CLG3114,81,8.41,8.16,5,'Yes',0,3,1,'No'
CLG3115,105,6.26,5.78,7,'No',1,2,3,'No'
CLG3116,103,6.96,7.41,10,'Yes',9,4,2,'No'
CLG3117,97,8.23,7.75,8,'Yes',7,1,0,'No'
CLG3118,88,7.18,7.5,9,'No',3,2,3,'No'
CLG3119,115,6.25,5.92,6,'No',9,8,5,'Yes'
CLG3120,124,6.67,6.56,5,'No',2,5,1,'No'
CLG3121,92,6.71,7.03,7,'No',7,5,5,'No'
CLG3122,90,9.8,9.51,2,'Yes',1,3,3,'No'
CLG3123,107,8.99,9.36,8,'No',8,1,0,'No'
CLG3124,94,7.29,7.29,4,'No',3,6,4,'No'
CLG3125,97,6,5.87,1,'Yes',10,1,4,'No'
CLG3126,111,9.06,9.22,3,'Yes',8,4,5,'Yes'
CLG3127,71,5.79,5.63,9,'No',0,4,4,'No'
CLG3128,119,6.05,5.9,4,'Yes',4,3,0,'No'
CLG3129,101,6.83,7.06,10,'No',9,4,5,'No'
CLG3130,93,9.4,9.21,10,'No',6,6,2,'No'
CLG3131,98,5.66,5.36,3,'Yes',10,6,0,'No'
CLG3132,99,5.61,5.92,4,'Yes',3,6,3,'No'
CLG3133,74,7.47,7.78,3,'No',4,6,2,'No'
CLG3134,122,6.38,6.38,3,'No',10,4,4,'No'
CLG3135,100,7.84,7.87,2,'Yes',8,7,5,'No'
CLG3136,106,7.26,7.46,6,'No',5,7,0,'No'
CLG3137,114,7.17,7.18,10,'No',5,2,1,'No'
CLG3138,84,5.56,5.48,6,'Yes',1,6,4,'No'
CLG3139,107,5.71,6.2,10,'No',0,5,1,'No'
CLG3140,95,9.11,8.76,4,'No',3,10,5,'Yes'
CLG3141,112,9.43,9.52,8,'Yes',9,1,2,'Yes'
CLG3142,68,6.17,6.56,6,'No',2,3,4,'No'
CLG3143,98,5.57,5.76,8,'No',10,9,5,'No'
CLG3144,90,5.27,5.65,6,'Yes',6,9,0,'No'
CLG3145,106,8.04,7.88,9,'Yes',6,10,1,'No'
CLG3146,107,8.58,8.35,3,'No',5,9,0,'No'
CLG3147,89,6.86,7.21,3,'Yes',4,10,4,'No'
CLG3148,89,8.4,8.29,2,'No',2,5,0,'No'
CLG3149,98,8.56,8.77,10,'No',3,6,4,'No'
CLG3150,86,9.68,9.33,6,'No',4,9,3,'Yes'
CLG3151,112,5.32,5.58,7,'No',3,4,0,'No'
CLG3152,94,5.96,6.01,7,'Yes',2,4,3,'No'
CLG3153,56,5.34,5.11,5,'No',1,9,1,'No'
CLG3154,94,9.34,9.33,6,'No',4,7,5,'No'
CLG3155,84,8.96,9.16,7,'No',1,6,0,'No'
CLG3156,75,7.87,7.38,2,'No',1,10,0,'No'
CLG3157,81,5.42,5.56,10,'No',1,6,1,'No'
CLG3158,101,6.37,6.41,7,'Yes',1,5,0,'No'
CLG3159,119,6.49,6.21,1,'No',7,4,4,'No'
CLG3160,104,7.8,8.05,6,'Yes',6,3,3,'No'
CLG3161,90,6.29,6.09,8,'Yes',8,7,2,'No'
CLG3162,106,5.36,5.14,1,'Yes',2,5,4,'No'
CLG3163,93,8.65,8.62,1,'Yes',0,2,2,'No'
CLG3164,89,6.5,6.68,6,'No',5,3,1,'No'
CLG3165,82,7.26,7.69,5,'Yes',8,5,1,'No'
CLG3166,73,5.64,5.28,3,'No',0,9,0,'No'
CLG3167,94,9.01,8.91,10,'No',0,6,4,'No'
